檔案,類型,記錄Key,名稱,欄位,舊值,新值
EXCHANGE.INI,changed,1540,宮殤別劍Ⅴ,Name,獵仙飛索Ⅴ,宮殤別劍Ⅴ
EXCHANGE.INI,changed,1540,宮殤別劍Ⅴ,Reward1,31115,31105
EXCHANGE.INI,changed,1149,真．玄宙劍裝錦囊,Name,真．玄宙術裝錦囊,真．玄宙劍裝錦囊
EXCHANGE.INI,changed,1149,真．玄宙劍裝錦囊,Reward1,31346,31344
EXCHANGE.INI,changed,1556,天衛宙甲Ⅴ,Material1,31194,31184
EXCHANGE.INI,changed,1556,天衛宙甲Ⅴ,Name,辰道玄袍Ⅴ,天衛宙甲Ⅴ
EXCHANGE.INI,changed,1556,天衛宙甲Ⅴ,Reward1,31195,31185
EXCHANGE.INI,changed,1719,靜月織足Ⅱ,Material1,30416,30406
EXCHANGE.INI,changed,1719,靜月織足Ⅱ,Name,宿星燦甲Ⅱ,靜月織足Ⅱ
EXCHANGE.INI,changed,1719,靜月織足Ⅱ,Reward1,30417,30407
EXCHANGE.INI,changed,1830,拆解：禪臺旭笠Ⅱ,Material1,30282,30272
EXCHANGE.INI,changed,1830,拆解：禪臺旭笠Ⅱ,Name,拆解：勇將旭甲Ⅱ,拆解：禪臺旭笠Ⅱ
EXCHANGE.INI,changed,1702,禪臺旭執Ⅱ,Material1,30331,30321
EXCHANGE.INI,changed,1702,禪臺旭執Ⅱ,Name,勇將旭立Ⅱ,禪臺旭執Ⅱ
EXCHANGE.INI,changed,1702,禪臺旭執Ⅱ,Reward1,30332,30322
EXCHANGE.INI,changed,1929,進化→武帝掌☆,Material1,28882,28876
EXCHANGE.INI,changed,1929,進化→武帝掌☆,Name,進化→道帝袖☆,進化→武帝掌☆
EXCHANGE.INI,changed,1929,進化→武帝掌☆,Reward1,29481,29469
EXCHANGE.INI,changed,741,遁天符兌換券,Group,35,34
EXCHANGE.INI,changed,741,遁天符兌換券,Material1,31611,21978
EXCHANGE.INI,changed,741,遁天符兌換券,Material2,28502,
EXCHANGE.INI,changed,741,遁天符兌換券,Material2Count,8,
EXCHANGE.INI,changed,741,遁天符兌換券,Name,解封紀元裂片,遁天符兌換券
EXCHANGE.INI,changed,741,遁天符兌換券,Reward1,27189,20997
EXCHANGE.INI,changed,741,遁天符兌換券,Reward1Count,1,15
EXCHANGE.INI,changed,741,遁天符兌換券,Reward2,,21348
EXCHANGE.INI,changed,741,遁天符兌換券,Reward2Count,,15
EXCHANGE.INI,changed,741,遁天符兌換券,Reward3,,21196
EXCHANGE.INI,changed,741,遁天符兌換券,Reward3Count,,15
EXCHANGE.INI,changed,2104,拆解：武帝胄★,Material1,29452,29440
EXCHANGE.INI,changed,2104,拆解：武帝胄★,Name,拆解：道帝袍★,拆解：武帝胄★
EXCHANGE.INI,changed,1626,拆解：凜月影束Ⅳ,Material1,31314,31304
EXCHANGE.INI,changed,1626,拆解：凜月影束Ⅳ,Name,拆解：舞星釩兜Ⅳ,拆解：凜月影束Ⅳ
EXCHANGE.INI,changed,1249,真武神符咒,Material1,24946,27387
EXCHANGE.INI,changed,1249,真武神符咒,Name,大龍女戰符,真武神符咒
EXCHANGE.INI,changed,1249,真武神符咒,Reward1,24394,26975
EXCHANGE.INI,changed,2445,拆解：皇影甲★★★,Material1,29612,29600
EXCHANGE.INI,changed,2445,拆解：皇影甲★★★,Name,拆解：君星靴★★★,拆解：皇影甲★★★
EXCHANGE.INI,changed,885,七殺天凌，消光,Group,42,41
EXCHANGE.INI,changed,885,七殺天凌，消光,Material1,21411,31519
EXCHANGE.INI,changed,885,七殺天凌，消光,Material2,,29776
EXCHANGE.INI,changed,885,七殺天凌，消光,Material2Count,,2
EXCHANGE.INI,changed,885,七殺天凌，消光,Name,大將軍印信換錦囊,七殺天凌，消光
EXCHANGE.INI,changed,885,七殺天凌，消光,Reward1,21453,31529
EXCHANGE.INI,changed,720,神旭劍裝錦囊禮券,Material1,31595,31593
EXCHANGE.INI,changed,720,神旭劍裝錦囊禮券,Name,神旭術裝錦囊禮券,神旭劍裝錦囊禮券
EXCHANGE.INI,changed,720,神旭劍裝錦囊禮券,Reward1,30474,30472
EXCHANGE.INI,changed,1290,天衛宙脛Ⅱ,Material1,31241,31231
EXCHANGE.INI,changed,1290,天衛宙脛Ⅱ,Name,辰道玄鞋Ⅱ,天衛宙脛Ⅱ
EXCHANGE.INI,changed,1290,天衛宙脛Ⅱ,Reward1,31242,31232
EXCHANGE.INI,changed,3024,拆解：煌韋足★,Material1,28556,28550
EXCHANGE.INI,changed,3024,拆解：煌韋足★,Name,拆解：奇行裟★,拆解：煌韋足★
EXCHANGE.INI,changed,1900,拆解：靜月幕巾Ⅲ,Material1,30403,30393
EXCHANGE.INI,changed,1900,拆解：靜月幕巾Ⅲ,Name,拆解：靜月帷腕Ⅲ,拆解：靜月幕巾Ⅲ
EXCHANGE.INI,changed,826,振宇屬性配方錦囊,Material1,29272,30673
EXCHANGE.INI,changed,826,振宇屬性配方錦囊,Material1Count,250,10
EXCHANGE.INI,changed,826,振宇屬性配方錦囊,Material2,,27978
EXCHANGE.INI,changed,826,振宇屬性配方錦囊,Material2Count,,30
EXCHANGE.INI,changed,826,振宇屬性配方錦囊,Material3,,29052
EXCHANGE.INI,changed,826,振宇屬性配方錦囊,Material3Count,,30
EXCHANGE.INI,changed,826,振宇屬性配方錦囊,Material4,,29274
EXCHANGE.INI,changed,826,振宇屬性配方錦囊,Material4Count,,30
EXCHANGE.INI,changed,826,振宇屬性配方錦囊,Name,皇龍虹鉻,振宇屬性配方錦囊
EXCHANGE.INI,changed,826,振宇屬性配方錦囊,Reward1,30673,31604
EXCHANGE.INI,changed,845,滄耳刀，消光,Material1,29629,29627
EXCHANGE.INI,changed,845,滄耳刀，消光,Name,三恆曌世，消光,滄耳刀，消光
EXCHANGE.INI,changed,845,滄耳刀，消光,Reward1,29620,29618
EXCHANGE.INI,changed,1058,武魂：禍世螟蝗,Material1Count,100,300
EXCHANGE.INI,changed,1058,武魂：禍世螟蝗,Name,【煙月】,武魂：禍世螟蝗
EXCHANGE.INI,changed,1058,武魂：禍世螟蝗,Reward1,31512,30829
EXCHANGE.INI,changed,1244,附靈法紙轉幻煞符咒,Material1,27387,22451
EXCHANGE.INI,changed,1244,附靈法紙轉幻煞符咒,Name,真龍女戰符,附靈法紙轉幻煞符咒
EXCHANGE.INI,changed,1244,附靈法紙轉幻煞符咒,Reward1,26972,23470
EXCHANGE.INI,changed,1244,附靈法紙轉幻煞符咒,Reward1Count,20,10
EXCHANGE.INI,changed,1642,拆解：宇鋒颺頂Ⅴ,Material1,31165,31155
EXCHANGE.INI,changed,1642,拆解：宇鋒颺頂Ⅴ,Name,拆解：光術覆面Ⅴ,拆解：宇鋒颺頂Ⅴ
EXCHANGE.INI,changed,2034,拆解：鬼帝臂☆,Material1,29571,29559
EXCHANGE.INI,changed,2034,拆解：鬼帝臂☆,Name,拆解：黃月巾☆,拆解：鬼帝臂☆
EXCHANGE.INI,changed,855,般若（紫耀），消光,Group,40,39
EXCHANGE.INI,changed,855,般若（紫耀），消光,Material1,30130,29777
EXCHANGE.INI,changed,855,般若（紫耀），消光,Name,名刀．河豚毒，開光,般若（紫耀），消光
EXCHANGE.INI,changed,855,般若（紫耀），消光,Reward1,30157,29737
EXCHANGE.INI,changed,2241,道帝袍★★☆,Material1,29466,29454
EXCHANGE.INI,changed,2241,道帝袍★★☆,Name,劍帝握★★☆,道帝袍★★☆
EXCHANGE.INI,changed,2241,道帝袍★★☆,Reward1,29467,29455
EXCHANGE.INI,changed,2507,皓羽飛尊禮券,Material1Count,150,1500
EXCHANGE.INI,changed,2507,皓羽飛尊禮券,Name,真．旭品武防綢袋,皓羽飛尊禮券
EXCHANGE.INI,changed,2507,皓羽飛尊禮券,Reward1,30437,30640
EXCHANGE.INI,changed,1684,綻虹鳳棒Ⅱ,Material1,30241,30231
EXCHANGE.INI,changed,1684,綻虹鳳棒Ⅱ,Name,葬月梟斧Ⅱ,綻虹鳳棒Ⅱ
EXCHANGE.INI,changed,1684,綻虹鳳棒Ⅱ,Reward1,30242,30232
EXCHANGE.INI,changed,1275,天衛宙盔Ⅱ,Material1,31166,31156
EXCHANGE.INI,changed,1275,天衛宙盔Ⅱ,Name,辰道玄冠Ⅱ,天衛宙盔Ⅱ
EXCHANGE.INI,changed,1275,天衛宙盔Ⅱ,Reward1,31167,31157
EXCHANGE.INI,changed,725,超旭品武防綢袋券,Material1,30990,30987
EXCHANGE.INI,changed,725,超旭品武防綢袋券,Name,超玉勇裝錦囊禮券,超旭品武防綢袋券
EXCHANGE.INI,changed,725,超旭品武防綢袋券,Reward1,30451,30448
EXCHANGE.INI,changed,1145,超．玄宙道裝錦囊,Material1Count,500,600
EXCHANGE.INI,changed,1145,超．玄宙道裝錦囊,Name,真．玄宙特仕裝箱,超．玄宙道裝錦囊
EXCHANGE.INI,changed,1145,超．玄宙道裝錦囊,Reward1,31349,31358
EXCHANGE.INI,changed,1097,拆解：新星之蝶穿花,Material1,27248,27240
EXCHANGE.INI,changed,1097,拆解：新星之蝶穿花,Name,拆解：新星之菩釋杖,拆解：新星之蝶穿花
EXCHANGE.INI,changed,1627,拆解：凜月漪纏Ⅳ,Material1,31319,31309
EXCHANGE.INI,changed,1627,拆解：凜月漪纏Ⅳ,Name,拆解：舞星鈦甲Ⅳ,拆解：凜月漪纏Ⅳ
EXCHANGE.INI,changed,1866,拆解：明露鴻杖Ⅲ,Material1,30233,30223
EXCHANGE.INI,changed,1866,拆解：明露鴻杖Ⅲ,Name,拆解：綻虹鳳棒Ⅲ,拆解：明露鴻杖Ⅲ
EXCHANGE.INI,changed,739,新南武魂碎片禮券,Material1,21978,30669
EXCHANGE.INI,changed,739,新南武魂碎片禮券,Name,遁天符兌換券,新南武魂碎片禮券
EXCHANGE.INI,changed,739,新南武魂碎片禮券,Reward1,20997,27537
EXCHANGE.INI,changed,739,新南武魂碎片禮券,Reward1Count,15,1
EXCHANGE.INI,changed,739,新南武魂碎片禮券,Reward2,21348,
EXCHANGE.INI,changed,739,新南武魂碎片禮券,Reward2Count,15,
EXCHANGE.INI,changed,739,新南武魂碎片禮券,Reward3,21196,
EXCHANGE.INI,changed,739,新南武魂碎片禮券,Reward3Count,15,
EXCHANGE.INI,changed,3228,烈煌腕☆☆,Material1,28877,28871
EXCHANGE.INI,changed,3228,烈煌腕☆☆,Name,燦煌掌☆☆,烈煌腕☆☆
EXCHANGE.INI,changed,3228,烈煌腕☆☆,Reward1,28878,28872
EXCHANGE.INI,changed,1330,拆解：宇鋒飄腕Ⅰ,Material1,31211,31201
EXCHANGE.INI,changed,1330,拆解：宇鋒飄腕Ⅰ,Name,拆解：光術快手Ⅰ,拆解：宇鋒飄腕Ⅰ
EXCHANGE.INI,changed,1478,諾亞航令Ⅳ,Material1,31263,31253
EXCHANGE.INI,changed,1478,諾亞航令Ⅳ,Name,獨眼慧珠Ⅳ,諾亞航令Ⅳ
EXCHANGE.INI,changed,1478,諾亞航令Ⅳ,Reward1,31264,31254
EXCHANGE.INI,changed,2562,秘笈：太白仙跡,Material1Count,50,75
EXCHANGE.INI,changed,2562,秘笈：太白仙跡,Name,秘笈：忘形篇,秘笈：太白仙跡
EXCHANGE.INI,changed,2562,秘笈：太白仙跡,Reward1,31814,31826
EXCHANGE.INI,changed,1554,寂禪靜觀Ⅴ,Material1,31184,31174
EXCHANGE.INI,changed,1554,寂禪靜觀Ⅴ,Name,天衛宙甲Ⅴ,寂禪靜觀Ⅴ
EXCHANGE.INI,changed,1554,寂禪靜觀Ⅴ,Reward1,31185,31175
EXCHANGE.INI,changed,3252,碧星靴☆☆,Group,197,196
EXCHANGE.INI,changed,3252,碧星靴☆☆,Material1,28814,28981
EXCHANGE.INI,changed,3252,碧星靴☆☆,Material1Count,1,3
EXCHANGE.INI,changed,3252,碧星靴☆☆,Material2,,29053
EXCHANGE.INI,changed,3252,碧星靴☆☆,Material2Count,,18
EXCHANGE.INI,changed,3252,碧星靴☆☆,Name,拆解：武座刃☆,碧星靴☆☆
EXCHANGE.INI,changed,3252,碧星靴☆☆,Reward1,29053,28982
EXCHANGE.INI,changed,3252,碧星靴☆☆,Reward1Count,3,1
EXCHANGE.INI,changed,1427,拆解：宇鋒飆靴Ⅱ,Material1,31237,31227
EXCHANGE.INI,changed,1427,拆解：宇鋒飆靴Ⅱ,Name,拆解：光術疾履Ⅱ,拆解：宇鋒飆靴Ⅱ
EXCHANGE.INI,changed,1501,拆解：破魔獨錘Ⅲ,Material1,31148,31138
EXCHANGE.INI,changed,1501,拆解：破魔獨錘Ⅲ,Name,拆解：古主臨盾Ⅲ,拆解：破魔獨錘Ⅲ
EXCHANGE.INI,changed,1789,禪臺旭袈Ⅲ,Material1,30307,30297
EXCHANGE.INI,changed,1789,禪臺旭袈Ⅲ,Name,勇將旭掌Ⅲ,禪臺旭袈Ⅲ
EXCHANGE.INI,changed,1789,禪臺旭袈Ⅲ,Reward1,30308,30298
EXCHANGE.INI,changed,3416,拆解：道煌履☆☆☆,Material1,28903,28897
EXCHANGE.INI,changed,3416,拆解：道煌履☆☆☆,Name,拆解：火煌珠☆☆☆,拆解：道煌履☆☆☆
EXCHANGE.INI,changed,2090,拆解：龍掣爪★,Material1,29368,29356
EXCHANGE.INI,changed,2090,拆解：龍掣爪★,Name,拆解：御天杖★,拆解：龍掣爪★
EXCHANGE.INI,changed,3361,拆解：道煌袍☆☆,Material1,28872,28866
EXCHANGE.INI,changed,3361,拆解：道煌袍☆☆,Name,拆解：烈煌腕☆☆,拆解：道煌袍☆☆
EXCHANGE.INI,changed,3200,進化→鬼兇靴☆,Material1,28546,28540
EXCHANGE.INI,changed,3200,進化→鬼兇靴☆,Name,進化→柳天衣☆,進化→鬼兇靴☆
EXCHANGE.INI,changed,3200,進化→鬼兇靴☆,Reward1,28966,28960
EXCHANGE.INI,changed,1205,神．旭品特仕裝箱,Material1Count,12,20
EXCHANGE.INI,changed,1205,神．旭品特仕裝箱,Material2Count,12,20
EXCHANGE.INI,changed,1205,神．旭品特仕裝箱,Material3Count,120,150
EXCHANGE.INI,changed,1205,神．旭品特仕裝箱,Name,極．旭品特仕裝箱,神．旭品特仕裝箱
EXCHANGE.INI,changed,1205,神．旭品特仕裝箱,Reward1,30466,30477
EXCHANGE.INI,changed,3423,拆解：鬼兇鎧☆☆☆,Material1,28962,28956
EXCHANGE.INI,changed,3423,拆解：鬼兇鎧☆☆☆,Name,拆解：鬼兇靴☆☆☆,拆解：鬼兇鎧☆☆☆
EXCHANGE.INI,changed,733,帝星承先裝箱禮券,Material1,30664,30988
EXCHANGE.INI,changed,733,帝星承先裝箱禮券,Name,神帝勇裝錦囊禮券,帝星承先裝箱禮券
EXCHANGE.INI,changed,733,帝星承先裝箱禮券,Reward1,29335,29962
EXCHANGE.INI,changed,1344,拆解：騰陽威冕Ⅰ,Material1,31281,31271
EXCHANGE.INI,changed,1344,拆解：騰陽威冕Ⅰ,Name,拆解：騰陽烈釬Ⅰ,拆解：騰陽威冕Ⅰ
EXCHANGE.INI,changed,1973,劍帝握★,Material1,29475,29463
EXCHANGE.INI,changed,1973,劍帝握★,Name,幻帝手★,劍帝握★
EXCHANGE.INI,changed,1973,劍帝握★,Reward1,29476,29464
EXCHANGE.INI,changed,3312,佛煌頂☆☆☆,Material1,28860,28854
EXCHANGE.INI,changed,3312,佛煌頂☆☆☆,Name,戰煌鎧☆☆☆,佛煌頂☆☆☆
EXCHANGE.INI,changed,3312,佛煌頂☆☆☆,Reward1,28861,28855
EXCHANGE.INI,changed,2695,極．玄宙道裝錦囊,Material1Count,750,500
EXCHANGE.INI,changed,2695,極．玄宙道裝錦囊,Name,謙卑集,極．玄宙道裝錦囊
EXCHANGE.INI,changed,2695,極．玄宙道裝錦囊,Reward1,31572,31369
EXCHANGE.INI,changed,1856,拆解：靜月帷腕Ⅱ,Material1,30412,30402
EXCHANGE.INI,changed,1856,拆解：靜月帷腕Ⅱ,Name,拆解：宿星銀兜Ⅱ,拆解：靜月帷腕Ⅱ
EXCHANGE.INI,changed,1960,界王錘★,Material1,29397,29385
EXCHANGE.INI,changed,1960,界王錘★,Name,疆嶽盾★,界王錘★
EXCHANGE.INI,changed,1960,界王錘★,Reward1,29398,29386
EXCHANGE.INI,changed,3084,拆解：鬥星盔★★,Material1,28389,28383
EXCHANGE.INI,changed,3084,拆解：鬥星盔★★,Name,拆解：星蹤綸★★,拆解：鬥星盔★★
EXCHANGE.INI,changed,2501,六道真元錦囊,Material1Count,2,3
EXCHANGE.INI,changed,2501,六道真元錦囊,Name,悟心降魂玉,六道真元錦囊
EXCHANGE.INI,changed,2501,六道真元錦囊,Reward1,28179,26664
EXCHANGE.INI,changed,3337,柳天衣☆☆☆,Material1,28973,28967
EXCHANGE.INI,changed,3337,柳天衣☆☆☆,Name,柳韋足☆☆☆,柳天衣☆☆☆
EXCHANGE.INI,changed,3337,柳天衣☆☆☆,Reward1,28974,28968
EXCHANGE.INI,changed,1658,拆解：天衛宙脛Ⅴ,Material1,31245,31235
EXCHANGE.INI,changed,1658,拆解：天衛宙脛Ⅴ,Name,拆解：辰道玄鞋Ⅴ,拆解：天衛宙脛Ⅴ
EXCHANGE.INI,changed,2214,拆解：鬼帝臂★☆,Material1,29573,29561
EXCHANGE.INI,changed,2214,拆解：鬼帝臂★☆,Name,拆解：黃月巾★☆,拆解：鬼帝臂★☆
EXCHANGE.INI,changed,1095,拆解：新星之驚雷劍,Material1,27240,27232
EXCHANGE.INI,changed,1095,拆解：新星之驚雷劍,Name,拆解：新星之蝶穿花,拆解：新星之驚雷劍
EXCHANGE.INI,changed,2198,拆解：劍帝握★☆,Material1,29477,29465
EXCHANGE.INI,changed,2198,拆解：劍帝握★☆,Name,拆解：幻帝手★☆,拆解：劍帝握★☆
EXCHANGE.INI,changed,2730,神．玄宙術裝錦囊,Name,神．玄宙僧裝錦囊,神．玄宙術裝錦囊
EXCHANGE.INI,changed,2730,神．玄宙術裝錦囊,Reward1,31381,31379
EXCHANGE.INI,changed,3049,鬥星臂★★★,Material1,28419,28413
EXCHANGE.INI,changed,3049,鬥星臂★★★,Name,星蹤手★★★,鬥星臂★★★
EXCHANGE.INI,changed,3049,鬥星臂★★★,Reward1,28420,28414
EXCHANGE.INI,changed,1093,武魂：關羽,Group,55,54
EXCHANGE.INI,changed,1093,武魂：關羽,Material1,27232,31654
EXCHANGE.INI,changed,1093,武魂：關羽,Material1Count,1,30
EXCHANGE.INI,changed,1093,武魂：關羽,Name,拆解：新星之驚雷劍,武魂：關羽
EXCHANGE.INI,changed,1093,武魂：關羽,Reward1,27198,30833
EXCHANGE.INI,changed,1093,武魂：關羽,Reward1Count,8,1
EXCHANGE.INI,changed,3333,鬼兇鎧☆☆☆,Material1,28961,28955
EXCHANGE.INI,changed,3333,鬼兇鎧☆☆☆,Name,鬼兇靴☆☆☆,鬼兇鎧☆☆☆
EXCHANGE.INI,changed,3333,鬼兇鎧☆☆☆,Reward1,28962,28956
EXCHANGE.INI,changed,3095,拆解：遊星掌★★,Material1,28422,28416
EXCHANGE.INI,changed,3095,拆解：遊星掌★★,Name,拆解：釋星拱★★,拆解：遊星掌★★
EXCHANGE.INI,changed,1533,拆解：凜月霜襟Ⅲ,Material1,31308,31298
EXCHANGE.INI,changed,1533,拆解：凜月霜襟Ⅲ,Name,拆解：凜月漪纏Ⅲ,拆解：凜月霜襟Ⅲ
EXCHANGE.INI,changed,2847,秘笈：蓮華聖路,Material1,29647,29645
EXCHANGE.INI,changed,2847,秘笈：蓮華聖路,Name,秘笈：心劍,秘笈：蓮華聖路
EXCHANGE.INI,changed,2993,拆解：星鋒冠★,Material1,28385,28379
EXCHANGE.INI,changed,2993,拆解：星鋒冠★,Name,拆解：遊星箍★,拆解：星鋒冠★
EXCHANGE.INI,changed,1341,拆解：誅仙御鐸Ⅰ,Material1,31266,31256
EXCHANGE.INI,changed,1341,拆解：誅仙御鐸Ⅰ,Name,拆解：龍之印信Ⅰ,拆解：誅仙御鐸Ⅰ
EXCHANGE.INI,changed,2149,武帝胄★★,Material1,29453,29441
EXCHANGE.INI,changed,2149,武帝胄★★,Name,道帝袍★★,武帝胄★★
EXCHANGE.INI,changed,2149,武帝胄★★,Reward1,29454,29442
EXCHANGE.INI,changed,812,拆解：顛夢虛幻抄,Material1,27538,30931
EXCHANGE.INI,changed,812,拆解：顛夢虛幻抄,Name,拆解：虛幽邪龍陣,拆解：顛夢虛幻抄
EXCHANGE.INI,changed,1499,拆解：羅將烈槍Ⅲ,Material1,31138,31128
EXCHANGE.INI,changed,1499,拆解：羅將烈槍Ⅲ,Name,拆解：破魔獨錘Ⅲ,拆解：羅將烈槍Ⅲ
EXCHANGE.INI,changed,1967,禪帝頂★,Material1,29439,29427
EXCHANGE.INI,changed,1967,禪帝頂★,Name,武帝胄★,禪帝頂★
EXCHANGE.INI,changed,1967,禪帝頂★,Reward1,29440,29428
EXCHANGE.INI,changed,2869,如是我斬（消光）,Material1,29623,29621
EXCHANGE.INI,changed,2869,如是我斬（消光）,Name,千年一擊（消光）,如是我斬（消光）
EXCHANGE.INI,changed,689,真玄道裝錦囊禮券,Material1,30657,31876
EXCHANGE.INI,changed,689,真玄道裝錦囊禮券,Name,紀元裂片禮券,真玄道裝錦囊禮券
EXCHANGE.INI,changed,689,真玄道裝錦囊禮券,Reward1,27189,31347
EXCHANGE.INI,changed,689,真玄道裝錦囊禮券,Reward1Count,10,1
EXCHANGE.INI,changed,2733,極．玄宙特仕裝箱,Material1Count,800,1650
EXCHANGE.INI,changed,2733,極．玄宙特仕裝箱,Name,極．玄宙劍裝錦囊,極．玄宙特仕裝箱
EXCHANGE.INI,changed,2733,極．玄宙特仕裝箱,Reward1,31366,31371
EXCHANGE.INI,changed,2856,般若,Material1,29628,29626
EXCHANGE.INI,changed,2856,般若,Name,長柄滄耳刀,般若
EXCHANGE.INI,changed,1301,騰陽巍立Ⅱ,Material1,31296,31286
EXCHANGE.INI,changed,1301,騰陽巍立Ⅱ,Name,凜月霜襟Ⅱ,騰陽巍立Ⅱ
EXCHANGE.INI,changed,1301,騰陽巍立Ⅱ,Reward1,31297,31287
EXCHANGE.INI,changed,2435,拆解：慧帝戒★★★,Group,144,143
EXCHANGE.INI,changed,2435,拆解：慧帝戒★★★,Material1,29552,29540
EXCHANGE.INI,changed,2435,拆解：慧帝戒★★★,Name,拆解：鬼帝冠★★★,拆解：慧帝戒★★★
EXCHANGE.INI,changed,2435,拆解：慧帝戒★★★,Reward1,29272,29273
EXCHANGE.INI,changed,2435,拆解：慧帝戒★★★,Reward1Count,30,6
EXCHANGE.INI,changed,1759,拆解：狂陽耀鎧Ⅰ,Material1,30386,30376
EXCHANGE.INI,changed,1759,拆解：狂陽耀鎧Ⅰ,Name,拆解：狂陽烈蹴Ⅰ,拆解：狂陽耀鎧Ⅰ
EXCHANGE.INI,changed,2646,虞小梅錦囊禮券,Material1,29273,30673
EXCHANGE.INI,changed,2646,虞小梅錦囊禮券,Material1Count,10,1
EXCHANGE.INI,changed,2646,虞小梅錦囊禮券,Name,活俠虞小梅錦囊,虞小梅錦囊禮券
EXCHANGE.INI,changed,2646,虞小梅錦囊禮券,Reward1,31728,31734
EXCHANGE.INI,changed,2646,虞小梅錦囊禮券,Reward1Count,1,2
EXCHANGE.INI,changed,1488,凜月影束Ⅳ,Material1,31313,31303
EXCHANGE.INI,changed,1488,凜月影束Ⅳ,Name,舞星釩兜Ⅳ,凜月影束Ⅳ
EXCHANGE.INI,changed,1488,凜月影束Ⅳ,Reward1,31314,31304
EXCHANGE.INI,changed,2128,拆解：黃鳴腕★,Material1,29596,29584
EXCHANGE.INI,changed,2128,拆解：黃鳴腕★,Name,拆解：皇影甲★,拆解：黃鳴腕★
EXCHANGE.INI,changed,2976,煌月巾★★,Material1,28547,28541
EXCHANGE.INI,changed,2976,煌月巾★★,Name,煌嗚腕★★,煌月巾★★
EXCHANGE.INI,changed,2976,煌月巾★★,Reward1,28548,28542
EXCHANGE.INI,changed,1103,拆解：新星之鳴雷錘,Material1,27284,27264
EXCHANGE.INI,changed,1103,拆解：新星之鳴雷錘,Name,拆解：新星之劍英盔,拆解：新星之鳴雷錘
EXCHANGE.INI,changed,2538,武魂：蘇童顏,Name,紅夜封魂晶,武魂：蘇童顏
EXCHANGE.INI,changed,2538,武魂：蘇童顏,Reward1,31655,30835
EXCHANGE.INI,changed,2572,秘笈：奪魄幽靈爪,Material1Count,1,50
EXCHANGE.INI,changed,2572,秘笈：奪魄幽靈爪,Name,降神：趙活之魂,秘笈：奪魄幽靈爪
EXCHANGE.INI,changed,2572,秘笈：奪魄幽靈爪,Reward1,31827,31824
EXCHANGE.INI,changed,2572,秘笈：奪魄幽靈爪,Reward1Count,10,1
EXCHANGE.INI,changed,3082,拆解：傾天盾★★,Group,186,185
EXCHANGE.INI,changed,3082,拆解：傾天盾★★,Material1,28383,28377
EXCHANGE.INI,changed,3082,拆解：傾天盾★★,Name,拆解：鬥星盔★★,拆解：傾天盾★★
EXCHANGE.INI,changed,3082,拆解：傾天盾★★,Reward1Count,2,6
EXCHANGE.INI,changed,3235,燦煌足☆☆,Material1,28898,28892
EXCHANGE.INI,changed,3235,燦煌足☆☆,Name,佛煌行☆☆,燦煌足☆☆
EXCHANGE.INI,changed,3235,燦煌足☆☆,Reward1,28899,28893
EXCHANGE.INI,changed,1534,拆解：凜月影束Ⅲ,Material1,31313,31303
EXCHANGE.INI,changed,1534,拆解：凜月影束Ⅲ,Name,拆解：舞星釩兜Ⅲ,拆解：凜月影束Ⅲ
EXCHANGE.INI,changed,1654,拆解：光術快手Ⅴ,Material1,31225,31215
EXCHANGE.INI,changed,1654,拆解：光術快手Ⅴ,Name,拆解：寂禪若持Ⅴ,拆解：光術快手Ⅴ
EXCHANGE.INI,changed,1273,古主臨盾Ⅱ,Group,68,67
EXCHANGE.INI,changed,1273,古主臨盾Ⅱ,Material1,31156,31146
EXCHANGE.INI,changed,1273,古主臨盾Ⅱ,Material2Count,45,150
